,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
20404,301412,Bansur_TransportNagar_D (Rajasthan),Bansur_TransportNagar_D (Rajasthan),Bansur_TransportNagar_D (Rajasthan),Bansur,Rajasthan,FALSE
20405,781367,Baihata_Sundhia_D (Assam),Baihata_Sundhia_D (Assam),Baihata_Sundhia_D (Assam),Baihata,Assam,TRUE
20406,403202,Goa_Hub (Goa),Goa_Hub (Goa),Goa_Hub (Goa),Goa,Goa,FALSE
20407,781374,Sarthebari_Tmlichp_D (Assam),Sarthebari_Tmlichp_D (Assam),Sarthebari_Tmlichp_D (Assam),Sarthebari,Assam,TRUE
20408,842008,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
20409,363421,Limbdi_UmaiyaPark_DPP (Gujarat),Limbdi_UmaiyaPark_DPP (Gujarat),Limbdi_UmaiyaPark_DPP (Gujarat),Limbdi,Gujarat,TRUE
20410,843143,Saraiya_Saraiya_D (Bihar),Saraiya_Saraiya_D (Bihar),Saraiya_Saraiya_D (Bihar),Saraiya,Bihar,FALSE
20411,509302,Mahbubnagar_Boyapally_I (Telangana),Mahbubnagar_Boyapally_I (Telangana),Mahbubnagar_Boyapally_I (Telangana),Mahabubnagar,Telangana,TRUE
20412,230503,Amethi_Kherauna_D (Uttar Pradesh),Amethi_Kherauna_D (Uttar Pradesh),Amethi_Kherauna_D (Uttar Pradesh),Amethi,Uttar Pradesh,FALSE
20413,534004,Eluru_AutoNagar_I (Andhra Pradesh),Eluru_AutoNagar_I (Andhra Pradesh),Eluru_AutoNagar_I (Andhra Pradesh),Eluru,Andhra Pradesh,FALSE
20414,788108,Udarbond_Pangram_D (Assam),Udarbond_Pangram_D (Assam),Udarbond_Pangram_D (Assam),Udarbond,Assam,FALSE
20415,695039,Thiruvananthapuram_Vallakkadavu_L (Kerala),Thiruvananthapuram_Vallakkadavu_L (Kerala),Thiruvananthapuram_Vallakkadavu_L (Kerala),Thiruvananthapuram,Kerala,FALSE
20416,151007,Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda,Punjab,TRUE
20417,246732,Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad,Uttar Pradesh,FALSE
20418,785011,Jorhat_Chokihaat_I (Assam),Jorhat_Chokihaat_I (Assam),Jorhat_Chokihaat_I (Assam),Jorhat,Assam,TRUE
20419,627603,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,TRUE
20420,516360,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,TRUE
20421,151006,Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda,Punjab,TRUE
20422,574138,Mudarangady_Santhoor_DPP (Karnataka),Mudarangady_Santhoor_DPP (Karnataka),Mudarangady_Santhoor_DPP (Karnataka),Mudarangady,Karnataka,FALSE
20423,766100,MRampur_RisidaRd_D (Orissa),MRampur_RisidaRd_D (Orissa),MRampur_RisidaRd_D (Orissa),M Rampur,Orissa,FALSE
20424,614738,Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai_anthniyr_D (Tamil Nadu),Pattukkottai,Tamil Nadu,TRUE
20425,410101,Karjat_NeralRd_D (Maharashtra),Karjat_NeralRd_D (Maharashtra),Karjat_NeralRd_D (Maharashtra),Karjat,Maharashtra,TRUE
20426,533440,Samarlakota_CHC_D (Andhra Pradesh),Samarlakota_CHC_D (Andhra Pradesh),Samarlakota_CHC_D (Andhra Pradesh),Samarlakota,Andhra Pradesh,FALSE
20427,781020,Guwahati_Betkuchi_L (Assam),Guwahati_Kaikchi_GW (Assam),Guwahati_Betkuchi_L (Assam),Guwahati,Assam,FALSE
20428,804402,Arwal_SipahPnchayt_D (Bihar),Arwal_SipahPnchayt_D (Bihar),Arwal_SipahPnchayt_D (Bihar),Arwal,Bihar,TRUE
20429,403409,Goa_Hub (Goa),Goa_Hub (Goa),Goa_Hub (Goa),Goa,Goa,FALSE
20430,263634,Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar,Uttarakhand,FALSE
20431,506302,Thirumalagiri_MaliPuramRoad_D (Telangana),Thirumalagiri_MaliPuramRoad_D (Telangana),Thirumalagiri_MaliPuramRoad_D (Telangana),Thirumalagiri,Telangana,TRUE
20432,803108,Chandi_SH78_D (Bihar),Chandi_SH78_D (Bihar),Chandi_SH78_D (Bihar),Chandi,Bihar,TRUE
20433,622412,Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai,Tamil Nadu,TRUE
20434,680307,Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva,Kerala,TRUE
20435,670011,Kannur_Chalode_I (Kerala),Kannur_Chalode_I (Kerala),Kannur_Chalode_I (Kerala),Kannur,Kerala,FALSE
20436,422305,Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon_TelephnExch_D (Maharashtra),Lasalgaon,Maharashtra,TRUE
20437,458220,Jawad_Vajihiwada_D (Madhya Pradesh),Jawad_Vajihiwada_D (Madhya Pradesh),Jawad_Vajihiwada_D (Madhya Pradesh),Jawad,Madhya Pradesh,FALSE
20438,642003,Pollachi_Srlayout_D (Tamil Nadu),Pollachi_Srlayout_D (Tamil Nadu),Pollachi_Srlayout_D (Tamil Nadu),Pollachi,Tamil Nadu,TRUE
20439,504001,Adilabad_KailashNagar_D (Telangana),Adilabad_KailashNagar_D (Telangana),Adilabad_KailashNagar_D (Telangana),Adilabad,Telangana,TRUE
20440,522017,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,FALSE
20441,517299,Madanapalle_Vayalapadu_D (Andhra Pradesh),Madanapalle_Vayalapadu_D (Andhra Pradesh),Madanapalle_Vayalapadu_D (Andhra Pradesh),Madanapalle,Andhra Pradesh,TRUE
20442,206123,Kishni_Shivmndr_D (Uttar Pradesh),Kishni_Shivmndr_D (Uttar Pradesh),Kishni_Shivmndr_D (Uttar Pradesh),Kishni,Uttar Pradesh,TRUE
20443,508112,Ramanapeta_Kurmawada_D (Telangana),Ramanapeta_Kurmawada_D (Telangana),Ramanapeta_Kurmawada_D (Telangana),Ramannapeta,Telangana,FALSE
20444,678624,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
20445,742123,Berhampore_Raninagar_I (West Bengal),Berhampore_Raninagar_I (West Bengal),Berhampore_Raninagar_I (West Bengal),Baharampur,West Bengal,TRUE
20446,273304,Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul,Uttar Pradesh,FALSE
20447,283110,Kirauli_AchneraRD_D (Uttar Pradesh),Kirauli_AchneraRD_D (Uttar Pradesh),Kirauli_AchneraRD_D (Uttar Pradesh),Kirauli,Uttar Pradesh,TRUE
20448,785613,Golaghat_BaruaRd_D (Assam),Golaghat_BaruaRd_D (Assam),Golaghat_BaruaRd_D (Assam),Golaghat,Assam,TRUE
20449,577179,Kalasa_MahaveerRd_DPP (Karnataka),Kalasa_MahaveerRd_DPP (Karnataka),Kalasa_MahaveerRd_DPP (Karnataka),Kalasa,Karnataka,FALSE
20450,638314,Anthiyur_Thavittuplym_DPP (Tamil Nadu),Anthiyur_Thavittuplym_DPP (Tamil Nadu),Anthiyur_Thavittuplym_DPP (Tamil Nadu),Anthiyour,Tamil Nadu,FALSE
20451,804420,Jehanabad_Gaurakshini_D (Bihar),Jehanabad_Gaurakshini_D (Bihar),Jehanabad_Gaurakshini_D (Bihar),Jehanabad,Bihar,TRUE
20452,500890,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
20453,209304,Kanpur_Sarimita_L (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Sarimita_L (Uttar Pradesh),Kanpur,Uttar Pradesh,FALSE
20454,600085,Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
20455,473662,Karera_DenidaRd_D (Madhya Pradesh),Karera_DenidaRd_D (Madhya Pradesh),Karera_DenidaRd_D (Madhya Pradesh),Karera-MP,Madhya Pradesh,FALSE
20456,177108,DehraGopipur_Central_D_1 (Himachal Pradesh),DehraGopipur_Central_D_1 (Himachal Pradesh),DehraGopipur_Central_D_1 (Himachal Pradesh),Dehra Gopipur,Himachal Pradesh,TRUE
20457,845412,Motihari_Temp_I (Bihar),Motihari_Temp_I (Bihar),Motihari_Temp_I (Bihar),Motihari,Bihar,TRUE
20458,504310,Nirmal_AdarshNgr_D (Telangana),Nirmal_AdarshNgr_D (Telangana),Nirmal_AdarshNgr_D (Telangana),Nirmal,Telangana,TRUE
20459,212105,Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad,Uttar Pradesh,FALSE
20460,741155,Plassey_Janakinagar_D (West Bengal),Plassey_Janakinagar_D (West Bengal),Plassey_Janakinagar_D (West Bengal),Plassey,West Bengal,TRUE
20461,208018,Kanpur_Sarimita_L (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Sarimita_L (Uttar Pradesh),Kanpur,Uttar Pradesh,FALSE
20462,621006,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,FALSE
20463,574285,Kadaba_AnugrDPP_D (Karnataka),Kadaba_AnugrDPP_D (Karnataka),Kadaba_AnugrDPP_D (Karnataka),Kadaba,Karnataka,FALSE
20464,301403,Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal,Rajasthan,TRUE
20465,444311,Akola_Gaurkshn_I (Maharashtra),Akola_Gaurkshn_I (Maharashtra),Akola_Gaurkshn_I (Maharashtra),Akola,Maharashtra,FALSE
20466,333048,Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar,Rajasthan,TRUE
20467,509219,Mahbubnagar_Boyapally_I (Telangana),Mahbubnagar_Boyapally_I (Telangana),Mahbubnagar_Boyapally_I (Telangana),Mahabubnagar,Telangana,FALSE
20468,271125,Gonda_Jhanjhari_D (Uttar Pradesh),Gonda_Jhanjhari_D (Uttar Pradesh),Gonda_Jhanjhari_D (Uttar Pradesh),Gonda,Uttar Pradesh,TRUE
20469,415003,Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara_Ambedkarnagar_I (Maharashtra),Satara,Maharashtra,FALSE
20470,843112,Saraiya_Saraiya_D (Bihar),Saraiya_Saraiya_D (Bihar),Saraiya_Saraiya_D (Bihar),Saraiya,Bihar,TRUE
20471,396192,SilvassaDNH_Athal_D (Dadra and Nagar Haveli),SilvassaDNH_Athal_D (Dadra and Nagar Haveli),SilvassaDNH_Athal_D (Dadra and Nagar Haveli),Silvassa-DNH,Dadra and Nagar Haveli,TRUE
20472,583128,Kudligi_Chikkajogihalli_D (Karnataka),Kudligi_Chikkajogihalli_D (Karnataka),Kudligi_Chikkajogihalli_D (Karnataka),Kudligi,Karnataka,FALSE
20473,825335,Hazaribagh_Matwari_D (Jharkhand),Hazaribagh_Matwari_D (Jharkhand),Hazaribagh_Matwari_D (Jharkhand),hazaribagh,Jharkhand,FALSE
20474,160016,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
20475,627808,Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi,Tamil Nadu,TRUE
20476,712147,Pandua_NvplyDPP_D (West Bengal),Pandua_NvplyDPP_D (West Bengal),Pandua_NvplyDPP_D (West Bengal),Pandua,West Bengal,TRUE
20477,455118,Dewas_Rolupipalya_DPP (Madhya Pradesh),Dewas_Rolupipalya_DPP (Madhya Pradesh),Dewas_Rolupipalya_DPP (Madhya Pradesh),Dewas,Madhya Pradesh,FALSE
20478,680302,Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur_Padavarad_I (Kerala),Thrissur,Kerala,FALSE
20479,222133,Jaunpur_Chachakpur_D (Uttar Pradesh),Jaunpur_Chachakpur_D (Uttar Pradesh),Jaunpur_Chachakpur_D (Uttar Pradesh),Jaunpur,Uttar Pradesh,TRUE
20480,605604,Viluppuram_GenjiRd_I (Tamil Nadu),Viluppuram_GenjiRd_I (Tamil Nadu),Viluppuram_GenjiRd_I (Tamil Nadu),Viluppuram,Tamil Nadu,TRUE
20481,609503,Mayavaram_Kutrallam_I (Tamil Nadu),Mayavaram_Kutrallam_I (Tamil Nadu),Mayavaram_Kutrallam_I (Tamil Nadu),Mayiladuthurai,Tamil Nadu,TRUE
20482,605010,Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Puducherry_Navamalkapper_L (Tamil Nadu),Pondicherry,Tamil Nadu,FALSE
20483,782402,Jorabat_Tpesia_D (Assam),Jorabat_Tpesia_D (Assam),Jorabat_Tpesia_D (Assam),Jorabat,Assam,TRUE
20484,160024,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
20485,574244,Manipal_IndstrlArea_L (Karnataka),Manipal_IndstrlArea_L (Karnataka),Manipal_IndstrlArea_L (Karnataka),Manipal,Karnataka,TRUE
20486,583218,Kudligi_Chikkajogihalli_D (Karnataka),Kudligi_Chikkajogihalli_D (Karnataka),Kudligi_Chikkajogihalli_D (Karnataka),Kudligi,Karnataka,FALSE
20487,638668,Annur_Kattabommannagar_D (Tamil Nadu),Annur_Kattabommannagar_D (Tamil Nadu),Annur_Kattabommannagar_D (Tamil Nadu),Annur,Tamil Nadu,TRUE
20488,641697,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
20489,201312,Noida_Sector84_L (Uttar Pradesh),Noida_Temp_H (Uttar Pradesh),Noida_Sector84_L (Uttar Pradesh),Noida,Uttar Pradesh,FALSE
20490,833212,Jagannathpur_Hatgamhariya_D (Jharkhand),Jagannathpur_Hatgamhariya_D (Jharkhand),Jagannathpur_Hatgamhariya_D (Jharkhand),Jagannathpur,Jharkhand,FALSE
20491,421301,Mumbai_Ambernath_L (Maharashtra),Bhiwandi_Mega_GW (Maharashtra),Mumbai_Ambernath_L (Maharashtra),Greater Thane,Maharashtra,FALSE
20492,321305,Bharatpur_DurgaNagar_D (Rajasthan),Bharatpur_DurgaNagar_D (Rajasthan),Bharatpur_DurgaNagar_D (Rajasthan),Bharatpur,Rajasthan,TRUE
20493,712101,Kolkata_Dankunibil_L (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankunibil_L (West Bengal),Dankuni,West Bengal,FALSE
20494,523281,Kandukur_Gudlur_D (Andhra Pradesh),Kandukur_Gudlur_D (Andhra Pradesh),Kandukur_Gudlur_D (Andhra Pradesh),Kandukur,Andhra Pradesh,TRUE
20495,600041,Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
20496,523241,Podili_Sravaniestate_D (Andhra Pradesh),Podili_Sravaniestate_D (Andhra Pradesh),Podili_Sravaniestate_D (Andhra Pradesh),Podili,Andhra Pradesh,FALSE
20497,401501,Palghar_Maan_L (Maharashtra),Palghar_Maan_L (Maharashtra),Palghar_Maan_L (Maharashtra),Palghar,Maharashtra,FALSE
20498,743374,Kakdwip_KlngrDPP_D (West Bengal),Kakdwip_KlngrDPP_D (West Bengal),Kakdwip_KlngrDPP_D (West Bengal),Kakdwip,West Bengal,TRUE
20499,122203,Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon,Haryana,FALSE
20500,676104,Tirur_Talakkad_D (Kerala),Tirur_Talakkad_D (Kerala),Tirur_Talakkad_D (Kerala),Tirur,Kerala,TRUE
20501,570002,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
20502,500004,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
20503,303326,Bandikui_Mukarpura_D (Rajasthan),Bandikui_Mukarpura_D (Rajasthan),Bandikui_Mukarpura_D (Rajasthan),Bandikui,Rajasthan,FALSE
20504,522661,Narasaraopet_Gudipadu_DPP (Andhra Pradesh),Narasaraopet_Gudipadu_DPP (Andhra Pradesh),Narasaraopet_Gudipadu_DPP (Andhra Pradesh),Narasaraopet,Andhra Pradesh,FALSE
20505,444708,Yavatmal_Ner_D (Maharashtra),Yavatmal_Ner_D (Maharashtra),Yavatmal_Ner_D (Maharashtra),Yavatmal,Maharashtra,TRUE
20506,396193,Vapi_Valwada_H (Gujarat),Vapi_Valwada_H (Gujarat),Vapi_Valwada_H (Gujarat),Vapi,Gujarat,FALSE
20507,496336,Kusmi_Kanjiya_D (Chhattisgarh),Kusmi_Kanjiya_D (Chhattisgarh),Kusmi_Kanjiya_D (Chhattisgarh),Kusmi,Chhattisgarh,FALSE
20508,281501,Mathura_Palikheda_D (Uttar Pradesh),Mathura_Palikheda_D (Uttar Pradesh),Mathura_Palikheda_D (Uttar Pradesh),Mathura,Uttar Pradesh,FALSE
20509,689574,Haripad_Thalavady_D (Kerala),Haripad_Thalavady_D (Kerala),Haripad_Thalavady_D (Kerala),Haripad,Kerala,FALSE
20510,182320,Katra_Central_D_1 (Jammu & Kashmir),Katra_Central_D_1 (Jammu & Kashmir),Katra_Central_D_1 (Jammu & Kashmir),Katra,Jammu & Kashmir,TRUE
20511,641049,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
20512,456665,Tarana_Ward11_D (Madhya Pradesh),Tarana_Ward11_D (Madhya Pradesh),Tarana_Ward11_D (Madhya Pradesh),Tarana,Madhya Pradesh,TRUE
20513,713130,Katwa_Ktw_D (West Bengal),Katwa_Ktw_D (West Bengal),Katwa_Ktw_D (West Bengal),Katwa,West Bengal,FALSE
20514,370421,Mundra_Baroi1_D (Gujarat),Mundra_Baroi1_D (Gujarat),Mundra_Baroi1_D (Gujarat),Mundra,Gujarat,TRUE
20515,533430,Yerravaram_Somavaram_D (Andhra Pradesh),Yerravaram_Somavaram_D (Andhra Pradesh),Yerravaram_Somavaram_D (Andhra Pradesh),Yerravaram,Andhra Pradesh,FALSE
20516,673304,Koyilandy_Muchukunnu_D (Kerala),Koyilandy_Muchukunnu_D (Kerala),Koyilandy_Muchukunnu_D (Kerala),Koyilandy,Kerala,FALSE
20517,531029,Paderu_Madugula_DPP (Andhra Pradesh),Paderu_Madugula_DPP (Andhra Pradesh),Paderu_Madugula_DPP (Andhra Pradesh),Paderu,Andhra Pradesh,FALSE
20518,388640,Khambhat_MotvdDPP_D (Gujarat),Khambhat_MotvdDPP_D (Gujarat),Khambhat_MotvdDPP_D (Gujarat),Khambhat,Gujarat,FALSE
20519,211017,Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad,Uttar Pradesh,FALSE
20520,421204,Mumbai_Ambernath_L (Maharashtra),Bhiwandi_Mega_GW (Maharashtra),Mumbai_Ambernath_L (Maharashtra),Greater Thane,Maharashtra,FALSE
20521,689612,Kozhenchery_Naranganam_D (Kerala),Kozhenchery_Naranganam_D (Kerala),Kozhenchery_Naranganam_D (Kerala),Kozhenchery,Kerala,FALSE
20522,516233,Badvel_Vidyanagar_D (Andhra Pradesh),Badvel_Vidyanagar_D (Andhra Pradesh),Badvel_Vidyanagar_D (Andhra Pradesh),Badvel,Andhra Pradesh,TRUE
20523,518583,Sirvella_Sirivelmitta_DPP (Andhra Pradesh),Sirvella_Sirivelmitta_DPP (Andhra Pradesh),Sirvella_Sirivelmitta_DPP (Andhra Pradesh),Sirvella,Andhra Pradesh,FALSE
20524,786611,Sonari_Sepekhati_D (Assam),Sonari_Sepekhati_D (Assam),Sonari_Sepekhati_D (Assam),Sonari,Assam,TRUE
20525,767065,Balangir_PalaceLine_D (Orissa),Balangir_PalaceLine_D (Orissa),Balangir_PalaceLine_D (Orissa),Balangir,Orissa,FALSE
20526,685535,Kumily_Thekkady_D (Kerala),Kumily_Thekkady_D (Kerala),Kumily_Thekkady_D (Kerala),Kumily,Kerala,TRUE
20527,784001,Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur,Assam,FALSE
20528,630311,Karaikudi_Thalanendal_D (Tamil Nadu),Karaikudi_Thalanendal_D (Tamil Nadu),Karaikudi_Thalanendal_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
20529,136128,Pehowa_ModelTown_DPP (Haryana),Pehowa_ModelTown_DPP (Haryana),Pehowa_ModelTown_DPP (Haryana),Pehowa,Haryana,TRUE
20530,400410,Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai,Maharashtra,FALSE
20531,285125,Auraiya_Brahmngr_D (Uttar Pradesh),Auraiya_Brahmngr_D (Uttar Pradesh),Auraiya_Brahmngr_D (Uttar Pradesh),Auraiya,Uttar Pradesh,TRUE
20532,802209,Piro_Bachri_D (Bihar),Piro_Bachri_D (Bihar),Piro_Bachri_D (Bihar),Piro,Bihar,TRUE
20533,613602,Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukatupali_BudalurRd_D (Tamil Nadu),Thirukkattupalli,Tamil Nadu,FALSE
20534,627804,Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi,Tamil Nadu,TRUE
20535,400036,Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai_Kalachowki_L (Maharashtra),Mumbai,Maharashtra,FALSE
20536,413526,Bhoom_KusumNagar_D (Maharashtra),Bhoom_KusumNagar_D (Maharashtra),Bhoom_KusumNagar_D (Maharashtra),Bhoom,Maharashtra,FALSE
20537,821312,Sasaram_Manikpur_D (Bihar),Sasaram_Manikpur_D (Bihar),Sasaram_Manikpur_D (Bihar),Sasaram,Bihar,FALSE
20538,122009,Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon,Haryana,FALSE
20539,224126,Rudauli_GhatRd_DPP (Uttar Pradesh),Rudauli_GhatRd_DPP (Uttar Pradesh),Rudauli_GhatRd_DPP (Uttar Pradesh),Rudauli,Uttar Pradesh,TRUE
20540,803221,Barh_Malahi_D (Bihar),Barh_Malahi_D (Bihar),Barh_Malahi_D (Bihar),Barh,Bihar,TRUE
20541,384275,Patan_Hansapur_D (Gujarat),Patan_Hansapur_D (Gujarat),Patan_Hansapur_D (Gujarat),Patan,Gujarat,TRUE
20542,501509,Yacharam_SSGarden_D (Telangana),Yacharam_SSGarden_D (Telangana),Yacharam_SSGarden_D (Telangana),Yacharam,Telangana,TRUE
20543,796001,Aizawl_Sairang_I (Mizoram),Aizawl_Sairang_I (Mizoram),Aizawl_Sairang_I (Mizoram),Aizawl,Mizoram,FALSE
20544,171010,Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla_Tara_DC (Himachal Pradesh),Shimla,Himachal Pradesh,TRUE
20545,829129,Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh,Jharkhand,FALSE
20546,586104,Bijapur_Mahalbhagayat_I (Karnataka),Bijapur_Mahalbhagayat_I (Karnataka),Bijapur_Mahalbhagayat_I (Karnataka),Bijapur,Karnataka,FALSE
20547,632013,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
20548,506368,Danthalapally_AmbdkrSt_D (Telangana),Danthalapally_AmbdkrSt_D (Telangana),Danthalapally_AmbdkrSt_D (Telangana),Danthalapally,Telangana,FALSE
20549,182101,Udhampur_BharatNagar_D (Jammu & Kashmir),Udhampur_BharatNagar_D (Jammu & Kashmir),Udhampur_BharatNagar_D (Jammu & Kashmir),Udhampur,Jammu & Kashmir,FALSE
20550,385007,Surat_Kacholi_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kacholi_L (Gujarat),Surat,Gujarat,TRUE
20551,505301,Sircilla_AnanthaNgr_DPP (Telangana),Sircilla_AnanthaNgr_DPP (Telangana),Sircilla_AnanthaNgr_DPP (Telangana),Sircilla,Telangana,TRUE
20552,244003,Sambhal_DurgaColny_D (Uttar Pradesh),Sambhal_DurgaColny_D (Uttar Pradesh),Sambhal_DurgaColny_D (Uttar Pradesh),Sambhal,Uttar Pradesh,TRUE
20553,689549,Kozhenchery_Naranganam_D (Kerala),Kozhenchery_Naranganam_D (Kerala),Kozhenchery_Naranganam_D (Kerala),Kozhenchery,Kerala,FALSE
20554,632053,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
20555,741402,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,TRUE
20556,741317,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,TRUE
